Topic,Question,Answer,url
Dependent Re-Verification,"How should I respond if during my re-verification cycle, I receive a notice from CalPERS to recertify a parent child relationship (PCR) dependent or a disabled dependent child age over the age of 26?",The DRV is separate from the process to recertify a PCR dependent or a disabled child age 26 and over. Follow the instructions provided to you by CalPERS to recertify these dependents.,https://calhr.benefitsprograms.info/state-employee/dependent-re-verification/
Dependent Re-Verification,I need to remove a dependent due to a qualifying event and receive a Dependent Re-verification notice. How should I proceed?,"Notify your departmental personnel office immediately of any qualifying event that occurs during the re-verification period, such as divorce or termination of domestic partnership. In these situations, the dependent should be removed due to the qualifying event rather than ineligibility found during the re-verification.",https://calhr.benefitsprograms.info/state-employee/dependent-re-verification/
Dependent Re-Verification,Where can I find more information on health and dental benefits?,"The CalPERS website contains health benefit information, and the CalHR Benefits website contains dental and premier vision benefit information.",https://calhr.benefitsprograms.info/state-employee/dependent-re-verification/
Dependent Re-Verification,Whom can I contact with additional questions?,You can contact your departmental personnel office.,https://calhr.benefitsprograms.info/state-employee/dependent-re-verification/
Dependent Re-Verification,Whom can I contact if I disagree with the decisions from my departmental personnel office on my dependent re-verification?,"You must contact your departmental personnel office with questions regarding dependent re-verification. If you disagree with the departmental personnel decision on the re-verification of your family members, you must submit your reasoning for disagreement, in writing along with supporting documents, to your departmental contact.",https://calhr.benefitsprograms.info/state-employee/dependent-re-verification/
Affordable Care Act ,What am I supposed to do with this form?,You may file this form with your income tax records and provide a copy to other covered individuals identified in Part IV of the form.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What is the purpose of this form?,"Under the ACA, providers of minimum essential coverage are required to file annual reports with the IRS with information about individuals covered by minimum essential coverage and may provide a statement, Form 1095-B, to individuals who had minimum essential coverage for at least one day during the preceding calendar year.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Why did I get this form?,"You received this form because you were enrolled in state-sponsored health or COBRA coverage, which provides minimum essential coverage, for at least one day during the preceding calendar year.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who sent this form to me?,This form was provided by your health coverage provider because you were enrolled in state-sponsored health or COBRA coverage for at least one day during the preceding calendar year.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Why didn’t I receive this form?,"You did not receive this form because you were either not enrolled in state-sponsored health or COBRA coverage for at least one day during the preceding calendar year or your health coverage provider did not mail the form to you. If you were enrolled in state-sponsored or COBRA coverage and did not receive the form, you may contact your health coverage provider to request a copy.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if I believe I should have received this form and did not?,"You should contact your health coverage provider if you were enrolled in state-sponsored health or COBRA coverage for at least one day during the preceding calendar year and did not receive this form. Contact numbers for health coverage providers.
​Health Coverage Provider	​Contact Number
​ANTHEM Blue Cross HMO and EPO
(855) 839-4524
​California Association of Highway Patrolmen (CAHP)	(800) 734-2247
​California Correctional Peace Officers Association (CCPOA)	(800) 257-6213
​Blue Shield of California	(800) 334-5847
​Health Net of California	(888) 926-4921
​Kaiser Permanente	(800) 464-4000
​Peace Officers Research Association of California (PORAC)	(800) 288-6928
​PERS Gold and PERS Platinum 
(877) 737-7776
S​harp Health Plan	(855) 995-5004
​United Healthcare	
(877) 359-3714

Western Health Advantage     ​ ​	​(888) 942-7377",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if the information reported on the form is incorrect?,"​You may contact your health coverage provider if any information reported on the form is incorrect. Health Coverage Provider	​Contact Number
​ANTHEM Blue Cross HMO and EPO
(855) 839-4524
​California Association of Highway Patrolmen (CAHP)	​(800) 734-2247
​California Correctional Peace Officers Association (CCPOA)	​(800) 257-6213
​Blue Shield of California	​(800) 334-5847
​Health Net of California	​(888) 926-4921
​Kaiser Permanente	​(800) 464-4000
​Peace Officers Research Association of California (PORAC)	​(800) 288-6928
​PERS Gold and PERS Platinum 
​(877) 737-7776
S​harp Health Plan	(855) 995-5004
​United Healthcare	​(877) 359-3714
​​Western Health Advantage	​(888) 942-7377",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if I have additional questions about this form?,"​You should contact your health coverage provider with questions or visit www.irs.gov/aca. Contact numbers for health coverage providers.
​Health Coverage Provider	​Contact Number
​ANTHEM Blue Cross HMO and EPO
(855) 839-4524
​California Association of Highway Patrolmen (CAHP)	​(800) 734-2247
​California Correctional Peace Officers Association (CCPOA)	​(800) 257-6213
​Blue Shield of California	​(800) 334-5847
​Health Net of California	​(888) 926-4921
​Kaiser Permanente	​(800) 464-4000
​Peace Officers Research Association of California (PORAC)	​(800) 288-6928
​PERS Gold and PERS Platinum 
​(877) 737-7776
S​harp Health Plan	(855) 995-5004
​United Healthcare	​(877) 359-3714
​ Western Health Advantage	​(888) 942-7377",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What am I supposed to do with this form?,"This form is for informational purposes only. You may need information provided on this form to assist the IRS in determining whether you are eligible for a premium tax credit for purchasing individual health coverage through the Health Insurance Marketplace, such as Covered California.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What is the purpose of this form?,"Under the ACA’s Employer Shared Responsibility provision (known as the employer mandate), the State of California is required to offer affordable health coverage that provides minimum value to its full-time employees and their dependents to avoid a penalty. To demonstrate compliance, the state must file annual reports with the IRS and furnish a statement, IRS Form 1095-C, no later than 30 days after January 31 to full-time employees with information about the health coverage that was offered, if any, to the employee, their spouse and dependents. The IRS will use information reported on this form to determine if the state is complying with the ACA’s employer mandate or subject to a penalty.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Why did I get this form?,"You received this form because you were considered a full-time employee for ACA reporting purposes for one or more months during the preceding calendar year. The ACA defines a full-time employee as any employee who averages 130 or more hours of service per month. The state is using a 6-month measurement period to average an employee’s hours of service to determine their full-time status for ACA reporting purposes. If you were appointed to a position with a time base of 3/4 or more, you should receive this form. Additionally, if you were appointed to an intermittent time base and averaged 130 or more hours of service per month during one of the state’s 6-month measurement periods, you should receive this form, regardless of whether you were eligible for state-sponsored health coverage.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who sent this form to me?,"This form was provided by your employer, the State of California, because you were considered a full-time employee for ACA reporting purposes for one or more months during the preceding calendar year.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What information is reported in Part II of the form and why is it important?,"Information about the state employer’s offer of health coverage, if any, to you, your spouse and your dependents is reported for each month during the preceding calendar year in Part II of the form. This information will help the IRS determine if the state is complying with the ACA’s employer mandate and if you are eligible for a premium tax credit if you purchase individual health coverage through the Health Insurance Marketplace, such as Covered California.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What do the codes reported in Line 14 of the form represent?,"The codes on Line 14 reflect the type of health coverage offered, if any, to you, your spouse, and dependents for each month during the preceding calendar year. The state will report the following codes on Line 14 of the form to reflect the period in which you were eligible for and offered state-sponsored health or COBRA coverage, regardless of whether you enrolled in coverage: 1B—Indicates that minimum essential coverage providing minimum value was offered to you only. (COBRA coverage only).
1C—Indicates that minimum essential coverage providing minimum value was offered to you and your dependents (not your spouse). (COBRA coverage only).
1D—Indicates that minimum essential coverage providing minimum value was offered to you and your spouse (not your dependents). (COBRA coverage only)
1E—Indicates that minimum essential coverage providing minimum value was offered to you, your spouse, and your dependents. (State-sponsored health or COBRA coverage)
1H—Indicates that you were not offered an opportunity to enroll in state-sponsored health coverage because you were not appointed to a position eligible for health benefits (e.g., Temporary/Intermittent) or were not eligible for COBRA coverage.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What does the dollar amount reported on Line 15 of the form represent?,"The dollar amounts on Line 15 reflect your share of the lowest cost monthly premium for self-only coverage providing minimum value offered by the state (health premium minus your respective employer health/CoBen contribution for self-only coverage). This amount may not reflect the amount you actually paid for health coverage if you chose to enroll in more expensive coverage, such as a different plan, two-party or family coverage. The dollar amounts on Line 15 may also reflect the full premium for self-only COBRA coverage (for the plan in which you were eligible to enroll) for the month(s) you were offered/eligible for COBRA coverage, or the full premium for self-only coverage for the month(s) in which you were eligible for or enrolled in health coverage but were not receiving the employer contribution towards the cost of coverage, for example, if you were on Direct Pay. The IRS will use information reported on Line 15 to determine if the health coverage offered by the state meets the ACA’s affordability standards.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,What do the codes reported on Line 16 of the form represent?,The codes on Line 16 provide information to the IRS to determine if the state is in compliance with the ACA’s employer mandate or subject to a penalty.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Why is Part III of the form blank?,"Part III of the form is blank because the state does not provide self-insured health coverage. Instead, you will receive a Form 1095-B from your health coverage provider, if applicable, with information about the individuals who were enrolled in minimum essential coverage for at least one day during the preceding calendar year.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Why didn’t I receive this form?,"If you did not receive this form, you were not considered a full-time employee for ACA reporting purposes for any month during the preceding calendar year.",https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if I believe I should have received this form and did not?,​​You should contact your department's personnel office if you believe you should have received this form and did not. They can verify whether you should have received the form.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if the information reported on the form is incorrect?,​You should contact your department's personnel office if any information reported on the form is incorrect.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if I need a duplicate 1095-C statement?,You should contact your department's personnel office to assist in requesting a duplicate form 1095-C statement from the State Controller’s Office.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Affordable Care Act ,Who should I contact if I have additional questions about this form?,​You should contact your department's personnel office with questions or visit www.irs.gov/aca.,https://calhr.benefitsprograms.info/state-hr-professionals/benefits-program-information/affordable-care-act-aca/
Healthy Policy ,Are you eligible for state benefits?,"You are eligible for health, dental, and vision benefits if you meet any of the following conditions:  If you have a permanent appointment of half time or more.
 If you have a Limited Term (LT) or Temporary Authorized Utilization (TAU) appointment with a duration of more than 6 months and time base of half time or more.
If you are a Bargaining Unit (BU) 5 employee, you are eligible upon entry into the academy, based on your Memorandum of Understanding (MOU).
If you are a BU 6 employee, you are eligible upon graduation from the academy, based on your MOU.
· If you are a Seasonal Lifeguard II employee in BU 7, you are only eligible for dental and vision benefits, based on your MOU.
If you are a seasonal employee in BU 8, you are eligible, based on your MOU.
If you have a permanent intermittent (PI) appointment and are credited with a minimum of 480 paid hours at the end of a control period. An enrolled PI may continue coverage if they are credited with a minimum of 480 paid hours at the end of a control period or at least 960 paid hours in two consecutive control periods. The control periods are January 1 to June 30 and July 1 to December 31.",https://calhr.benefitsprograms.info/open-enrollment-annoucement/
Healthy Policy ,Are there any restrictions on enrollment?,"Health
No. There are no restrictions on enrollment if you are eligible to enroll and submit your enrollment form on time. Late submission of your health enrollment form will cause a 90-day delay in your health enrollment.

Dental
Yes. All eligible, newly hired employees in BUs 1 through 21(except certain groups noted below), if enrolling into dental benefits, are required to select a prepaid plan until they have completed 24 months of employment without a permanent break in service.

All eligible, newly hired employees in BUs 2, 7, 8, 16, 17, 18, 19, and excluded employees (non-represented) are not restricted to state-sponsored prepaid plans, and may select a Delta PPO plan.

BU 5 employees must elect their dental coverage from one of the state-sponsored prepaid dental plans until completion of the 24-month restriction period. BU 5 employees paying dues to their union are restricted to enrollment in the CAHP dental plan.

BU 6 employees may only enroll into the union sponsored California Correctional Peace Officers Association (CCPOA) dental plans. BU 6 employees enrolling into dental benefits must be enrolled in the CCPOA Western Dental plan for 12 months prior to enrollment into the CCPOA Primary Dental plan.

Vision
No. All eligible, newly hired employees in BUs 1 through 21, are eligible if they meet the time base and tenure conditions or worked the required number of hours (if a PI employee).

Employees in BU 6 are required to have the CCPOA vision plan.",https://calhr.benefitsprograms.info/open-enrollment-annoucement/
Healthy Policy ,What if I transfer to another bargaining unit?,"All health enrollment rules remain the same.

All dental and vision eligibility rules remain the same, unless your current MOU has specific requirements.",https://calhr.benefitsprograms.info/open-enrollment-annoucement/
Healthy Policy ,Are my dependents eligible?,"​Yes.
Eligible Family Members you can enroll into your health, dental, and/or vision plans include your spouse (legally married), domestic partner (certified by the Secretary of State), and any ""eligible child(ren)"".
You cannot enroll a common law spouse.",https://calhr.benefitsprograms.info/open-enrollment-annoucement/
Healthy Policy ,Who are considered eligible dependent children?,"Children include: natural, adopted, stepchildren or a child living in a parent-child relationship who is economically dependent upon the employee, or an economically dependent child* where economic dependency is created through a change of custody or through a court order and under age 26.

*Includes any child whom the employee has assumed a parent-child relationship up to the age of 26.

Medically Disabled Eligible Dependent Children
The disabled dependent may be continued under such coverage up to the age of 26 under the following conditions:

He/she was enrolled as a disabled child at the time of the employee's initial enrollment; or
He/she became disabled while enrolled as an eligible family member prior to attaining age 26.
The following disabled dependent children are excluded from coverage if:

His/her disability occurred after age 26.
He/she is over age 26 and was enrolled in dental benefits and later deleted from any state-sponsored dental plan.
He/she is over age 26 and not currently enrolled in any state-sponsored dental plan.",https://calhr.benefitsprograms.info/open-enrollment-annoucement/
Healthy Policy ,What information do I need to provide for my eligible dependents?,"When you add a dependent onto your health, dental and/or vision plan, all necessary documentation of the dependent’s eligibility is required to be provided to your personnel office at the time you submit your enrollment request. For more information on what you will need to provide your human resources office, please refer to the Dependent Eligibility Checklist (CalHR form 781).",https://calhr.benefitsprograms.info/open-enrollment-annoucement/
OPEB,What is OPEB?,"Through the collective bargaining process and under the authority of Government Code section 22940 - 22944.5, OPEB (Other Post-Employment Benefits) is the method by which the State of California, as the employer, and its employees jointly prefund health benefits that current active employees will receive as state retirees.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
OPEB,Who prefunds OPEB?,"All employees in positions that are eligible for health benefits, whether or not currently enrolled, prefund OPEB. The state prefunds a matching contribution. The OPEB Policy Statement provides the effective prefunding dates of the various employee groups.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
OPEB,Where does the mongey go?,"OPEB contributions are deposited in the California Employers' Benefit Trust (CERBT). The CERBT is an Internal Revenue Code, Section 115 Trust fund dedicated to prefunding OPEB for all eligible California public agencies, with the State of California being one of the participating employers. The CERBT has uniform requirements, which are:

A participating employer must be a governmental entity (i.e., a political subdivision or instrumentality of the state).
Contributions to the CERBT must be made for the purpose of satisfying one or more binding legal OPEB obligation of the participating employer. CERBT assets must be accumulated and applied exclusively to satisfy the OPEB obligations of participating employers.
The sole purpose of the CERBT is for retirees and their eligible dependents to receive OPEB.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
OPEB,Can employees opt out of prefuning OPEB?,"The cost sharing arrangement of the CERBT is:

​Employee contributions are mandatory under the f​ollowing conditions:
Contributions must be mandatory. Employees are not permitted to elect in or out of participation.
Contribution rates must be uniform for all participating employees. Employees cannot elect to vary their individual contributions. Contribution rates may vary by bargaining unit.
No cash-out of mandatory employee contributions is permitted at any time. Employees have no claim or right to the CERBT assets.
​​​Voluntary or elective employee contributions are not permitted, including one-time irrevocable elections.​
​The CERBT does not separately account for contributions of any employee, former employee, or dependent. All CERBT contributions are assets of the participating employer. No employee, former employee, or dependent has a claim or right to any CERBT assets.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
OPEB,How mch do employees prefund?,"The bargaining contracts list the prefunding percentages for represented employees and the directly associated excluded and exempt employees.  Information on the OPEB percentages of excluded and exempt employees not directly associated with a bargaining unit are in the OPEB Policy Statement.

OPEB contributions are calculated as a percentage of an employee's total pensionable compensation (i.e., all payments with a retirement gross) for a given pay period, with matching employer contributions. Employees designated R05, S05, and M05 will prefund OPEB from their pensionable compensation instead of base salary effective July 1, 2020, with matching employer contributions.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
OPEB,Do state retirees prefund OPEB?,Retired state employees do not prefund OPEB.,https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/
Bicycle Commute Program ,What is the Bicycle Commuter Program?,"The Program is a taxable benefit administered by the California Department of Human Resources (CalHR). This benefit is voluntarily provided by the State of California and encourages active state employees (employees) to consider bicycle commuting as a means of active transportation to and from their residences and places of employment. The Program supports the California Department of Transportation's ""Toward an Active California State Bicycle and Pedestrian"" plan to triple bicycling in the state between 2010 and 2020. CalHR administers this Program to:

Promote health and wellness, and sustainable commuting practices.
Defray some of the costs a bicycle commuter may incur.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Who can participate?,"Any active state employee who meets the following eligibility criteria can participate:

You regularly use a bicycle for a substantial portion (at least 50 percent of the days you are scheduled to work in a calendar month) of your commute.
If you are an active fractional time base employee, you must commute by bicycle at least 50 percent of the days you are scheduled to work in a calendar month.
If you are an active intermittent employee, you must commute by bicycle at least 50 percent of the days you are scheduled to work in a calendar month.
The bicycle commuter benefit may be claimed by employees who combine using transit passes for a portion of their commutes with bicycling for a portion of their commutes.
Employees may change their participation in the Program on a monthly basis.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is there a cost to particpate?,No. You are not charged an administrative fee.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,May I claim the bicycle commute benefit if my commute combines bicycling with use of pulblic transit?,Yes. The bicycle commuter benefit may be claimed by employees who combine using transit passes for a portion of their commutes with bicycling for a portion of their commutes.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,How often do I have to commute via bicycle in order to qualify for the bicycle commuter benefit?,"You must use a bicycle for a substantial portion (at least 50 percent of the days you are scheduled to work in a calendar month) of your commute. Full-time Employees
If you are a full-time employee scheduled to work every work day in a calendar month, you must commute via bicycle at least 11 days in that calendar month (21 day working month and 22 day working month).
Scheduled leave days (such as vacation, annual leave, or sick leave) count as days you are scheduled to work.

Sample Scenario - Eligible Full-time Employee

You are on vacation for one week (5 days) in June (22 day pay period).
You are on vacation for 5 days and work 17 days in June.
You commute via bicycle during 11 of the 17 of the days you actually work.
You have commuted via bicycle during 11 of the 22 of your scheduled work days in June.
You are eligible to participate in the Program.
Sample Scenario - Ineligible Full-time Employee

You are on vacation for three weeks (15 days) in June (22 day pay period).
You are on vacation for 15 days and work 7 days in June.
You commute via bicycle during 4 of the 7 of the days you actually work. 
You have only commuted via bicycle during 4 of the 22 of your scheduled work days in June.
You are not eligible to participate in the Program.
Less than Full-Time Employees
If you are a less than full-time employee, you must commute via bicycle at least 50% of the days you are scheduled to work in a calendar month.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,"I travel often for work. I commute via bicycle on the days I am schedule to work in the office, but I do not commute via bicycle at least 50% of the days I am scheduled to work. Am I eligible to claim the bicycle commuter benefit?"," No, you must commute via bicycle at least 50% of the days you are scheduled to work in a calendar month.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Do state holidays count as days employees are schedule to work?,"Typically, state holidays do not count as days employees are scheduled to work. However, if your worksite is not closed during a state holiday and you are scheduled to work at your worksite on that state holiday, then that state holiday would count as a day you are scheduled to work.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Do scheduled leaves days (such as vacation leave or annual leave) count as days employees are scheduled to work?,"Yes, scheduled leave days count as days employees are scheduled to work.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Do sick days count as days employees are scheduled to work?,"Yes, sick days count as days employees are scheduled to work.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,How do I participate?,Document your bicycle commute on the self-certification claim form (CalHR 873 - Bicycle Commuter Program Quarterly Self-Certification). Your signature on this form certifies that you meet the abovementioned eligibility criteria.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is the bicycle commute benefit taxable?,Yes. The $20 you are eligible to claim for each calendar month you participate in the Program is taxable.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,What is the maximum amount I can claim?,"If you are eligible to participate in the Program, you can receive $20 per calendar month, not to exceed $240 per calendar year. Please note this is a taxable benefit.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,How do I  submit a bicycle commute benefit claim?,"Follow the established process for your department.  Either submit your claim through CalATERS Global or submit a STD 262A -Travel Expense Claim Form (TEC). Your signature on CalHR 873 - Bicycle Commuter Program Quarterly Self-Certification certifies that you meet the above mentioned eligibility criteria. Employee Responsibilities
Submit the following documents, in accordance with your department's internal process, to your supervisor for review and/or approval:

CalHR 873 - Bicycle Commuter Program Quarterly Self-Certification
CalATERS Global transmittal form or STD 262A -Travel Expense Claim

Departmental Responsibilities
If your supervisor approves your claim, submit it to the Departmental Bicycle Commuter Program Coordinator (Departmental Program Coordinator) in your Accounting Office, or in accordance with your department's internal process. Your Departmental Program Coordinator will:

Review your claim.
Add your participation in the Program to CalHR's Annual Bicycle Commuter Benefit Program Report for claims not submitted via CalATERS, if necessary.
Complete the Bicycle Commuter Benefit Program Report for claims not submitted via CalATERS.
Submit the completed Bicycle Commuter Benefit Report for the previous calendar year to CalHR via email by January 31.
If your Departmental Program Coordinator approves your claim, they​ shall follow your department's internal process to issue your payment.

Additional Instructions for Employees Submitting Claims via CalATERS
The self-certification claim form (CalHR 873 - Bicycle Commuter Program Quarterly Self-Certification) should be entered as a ""receipt"" in CalATERS.

As CalHR recommends submitting Bicycle Commuter claims on a quarterly basis, employees who claim this benefit in CalATERS should select the Non-Travel form and should cover a 3-month period (e.g. July 1- September 30). However, the expense information should be entered separately for each month ($20 for each individual qualifying month, with a $60 total: $20 for July 1, $20 for August 1, and $20 for September 1).",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,What happensn if I submit a bicycle commute benefit claim and I do not meet eligibility criteria to particpate in the Program?,"Making a false claim to the State of California by knowingly presenting or knowingly causing to be presented an untrue statement to obtain payment or funds from the State of California is grounds for removal from participation in the program and could result in legal action, including, but not limited to, adverse action. If you make a false claim, you shall reimburse the state for funds you receive for your participation in this Program.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is there a deadline for submitting bicycle commute benefit claims?,"Yes. Employees are required to submit claims by the end of the next quarter as follows:

January-March: Claims must be submitted by June 30
April-June: Claims must be submitted by September 30
July-September: Claims must be submitted by December 31
October-December: Claims must be submitted by March 31 of the following year",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,When will I receive my bicycle commute claim check?,"Payments Issued by SCO

For departments that process TECs via CalATERS Global, payment is issued in the same manner as your payroll (direct deposit or warrant).  Once the form is approved by the department, CalATERS Global takes five business days to issue payment.

Payments Issued by Departments

Departments may have internal processes which include issuing claim checks directly to you.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Whom do I contact to determne the status of my bicycle commute benefit claim?,Contact your Accounting Office or your Departmental Program Coordinator.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Whom do I contact if my bicycle commute claim check is lost or stolen?,"Payments Issued by SCO

Contact your Accounting Office or your Departmental Program Coordinator. They will contact SCO CalATERS for further information.

Payments Issued by Departments

Contact your Accounting Office or your Departmental Program Coordinator.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is there a complaint process?,Yes. You may dispute a denied claim to your department head or designee. Your department head or designee is the final approval authority for bicycle commuter benefits claims.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,Is my department required to provide secure storage for my bicycle?,"No. While departments are not required to provide secure storage for employee bicycles, CalHR encourages all participating departments to evaluate their facilities and budgets to see what, if any, options they may be able to provide for related amenities, including, but not limited to, secure bicycle storage. CalHR strongly encourages departments to provide all reasonably available amenities.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,What happens if my bicycle is stoen from state property?,The state is not responsible or liable for the security of personal property.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Bicycle Commute Program ,"If I live on-site, am I elgible to particapte in the bicycle commuter program?","The bicycle commuter program is for employees who commute to work. Typically, employees who live on-site are not commuting to work.",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/commute-programs/bicycle-commuter-program/
Peace Officers & Firefighter Retirement,Can a state employee request PO/FF retirement plan designation?,No. The employer must seek a PO/FF retirement determination from the California Department of Human Resources.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,Can a state employee in a PO/FF designated classification or position request a different CalPERS retirement plan; such as miscellaneous retirement?,No. A state employee cannot request a change to his or her retirement plan.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,Can a state employee who transfers from a PO/FF classification or position to a Non-PO/FF submit a request to retain PO/FF?,No. The employee will be placed into the appropriate retirement plan.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,Can a PO/FF member voluntarily make Social Security tax contributions?,No. Police and fire employees are exempt from making Social Security tax payments under the Federal and State 218 Agreement and CalPERS laws.,https://calhr.benefitsprograms.info/
Peace Officers & Firefighter Retirement,How can a state employee verify his or her retirement plan?,A state employee can verify his or her retirement plan by contacting the personnel specialist or accessing the MyCalPERS secure account to review his or her CalPERS retirement information.,https://calhr.benefitsprograms.info/
Long Term Disablity ,Are my dependents eligible to enroll into LTD?,No. Only employees are eligible to enroll.,https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
Long Term Disablity ,Is Long Term Care the same as Long Term Disablity?,"No. The Long-Term Care (LTC) Program offered through CalPERS, provides coverage for employees who need extended care due to a chronic disease, age, or serious accident. Long Term Disability is income protection for active eligible excluded employees who cannot work due to a serious injury or illness.

For information about the CalPERS LTC Program, please visit their website.",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/
